id,domain,heard,correct,notes
3191,billing,abe teacher ne naya Bill diya hajri badha kar Pay mint double hua iska,अबे ठेकेदार ने नया बिल दिया हाज़िरी बढ़ा कर पेमेंट डबल हुआ इसका।,contractor/bill/payment hallucinations; speaker_format: clerk_to_je
3192,water_supply,sir samarseb motor jal gaya Peach he ko batao water proff bhi baki hai abhi,सर सबमर्सिबल मोटर जल गया पीएचई को बताओ वाटरप्रूफ भी बाकी है अभी।,submersible/PHE/waterproof hallucinations; speaker_format: contractor_to_je
3193,water_supply,abe samarsbal mrt fas gaya PA ch walo ko bulwao water pruffing rok do bhai,अबे सबमर्सिबल मोटर फँस गया पीएचई वालों को बुलवाओ वाटरप्रूफिंग रोक दो भाई।,submersible/PHE/waterproofing hallucinations; speaker_format: supervisor_to_ae
3194,water_supply,haan samarseb motor ka pipe dalo Peach he ae the water proff room me kal,हाँ सबमर्सिबल मोटर का पाइप डालो पीएचई एई थे वाटरप्रूफ रूम में कल।,submersible/PHE/waterproof hallucinations; speaker_format: je_to_contractor
3195,water_supply,ruk samarsbal mrt me kachra hai PA ch khush hai water pruffing start kar de,रुक सबमर्सिबल मोटर में कचरा है पीएचई खुश है वाटरप्रूफिंग स्टार्ट कर दे।,submersible/PHE/waterproofing hallucinations; speaker_format: site_engineer_to_contractor
3196,water_supply,sun samarseb motor nikalwa do Peach he wale naraaz hain water proff testing baki hai,सुन सबमर्सिबल मोटर निकलवा दो पीएचई वाले नाराज़ हैं वाटरप्रूफ टेस्टिंग बाकी है।,submersible/PHE/waterproof hallucinations; speaker_format: ae_to_je
3197,water_supply,arey samarsbal mrt repair me gayi PA ch ka pressure hai water pruffing bacha lo ab,अरे सबमर्सिबल मोटर रिपेयर में गई पीएचई का प्रेशर है वाटरप्रूफिंग बचा लो अब।,submersible/PHE/waterproofing hallucinations; speaker_format: je_to_ae
3198,water_supply,sir samarseb motor on karo Peach he ka officer aya water proff hona chahiye zaroor,सर सबमर्सिबल मोटर ऑन करो पीएचई का अफसर आया वाटरप्रूफ होना चाहिए ज़रूर।,submersible/PHE/waterproof hallucinations; speaker_format: contractor_to_supervisor
3199,water_supply,abe samarsbal mrt jali hui nikli PA ch ko report karo water pruffing chhat tapki hai,अबे सबमर्सिबल मोटर जली हुई निकली पीएचई को रिपोर्ट करो वाटरप्रूफिंग छत टपकी है।,submersible/PHE/waterproofing hallucinations; speaker_format: je_to_clerk
3200,water_supply,haan samarseb motor testing baki Peach he submit karna water proff wire de do mujhe,हाँ सबमर्सिबल मोटर टेस्टिंग बाकी पीएचई सबमिट करना वाटरप्रूफ वायर दे दो मुझे।,submersible/PHE/waterproof hallucinations; speaker_format: site_engineer_to_contractor
3201,water_supply,ruk samarsbal mrt wapas bhej di PA ch reject kar diya water pruffing video bhej jaldi,रुक सबमर्सिबल मोटर वापस भेज दी पीएचई रिजेक्ट कर दिया वाटरप्रूफिंग वीडियो भेज जल्दी।,submersible/PHE/waterproofing hallucinations; speaker_format: ae_to_je
3202,mixed,arey Jalgam site pe Kong create truck fas gaya Juicy se khincho bhai,अरे जल निगम साइट पे कंक्रीट ट्रक फँस गया जेसीबी से खींचो भाई।,Jal Nigam/concrete/JCB hallucinations; speaker_format: supervisor_to_contractor
3203,mixed,sir Delhigarh ka Papa line HDFC joint se leak hai Shattering board laao na,सर जल निगम का पाइप लाइन एचडीपीई जॉइंट से लीक है शटरिंग बोर्ड लाओ ना।,Jal Nigam/pipeline/HDPE/shuttering hallucinations; speaker_format: je_to_ae
3204,mixed,abe teacher ka Pea mint fas gaya Peach he wale samarseb motor le gaye aaj,अबे ठेकेदार का पेमेंट फँस गया पीएचई वाले सबमर्सिबल मोटर ले गए आज।,contractor/payment/PHE/submersible hallucinations; speaker_format: clerk_to_je
3205,mixed,haan Take a dar ne Poke lane mangai hai extra vision jaldi karna hai site pe,हाँ ठेकेदार ने पोकलेन मंगाई है एक्सावेशन जल्दी करना है साइट पे।,contractor/Poclain/excavation hallucinations; speaker_format: site_engineer_to_ae
3206,mixed,ruk Jalnam walo ka Pine line Flash fitting me issue hai JSB ko bulao jaldi,रुक जल निगम वालों का पाइप लाइन फ्लैंज फिटिंग में इशू है जेसीबी को बुलाओ जल्दी।,Jal Nigam/pipeline/flange/JCB hallucinations; speaker_format: supervisor_to_contractor
3207,mixed,sun bhai Con create plant band hai Highway se Mad real mangwa lo theek hai,सुन भाई कंक्रीट प्लांट बंद है हाइवा से मटेरियल मंगवा लो ठीक है।,concrete/Hyva/material hallucinations; speaker_format: contractor_to_je
3208,mixed,arey Jalgam ae check karega 5 pin leakage em bi book sath rakhna zaroor,अरे जल निगम एई चेक करेगा पाइप लाइन लीकेज एमबी बुक साथ रखना ज़रूर।,Jal Nigam/pipeline/MB book hallucinations; speaker_format: je_to_clerk
3209,mixed,sir Peach he officer ne samarsbal mrt reject ki Pay mint rok di teacher ki abhi,सर पीएचई अफसर ने सबमर्सिबल मोटर रिजेक्ट की पेमेंट रोक दी ठेकेदार की अभी।,PHE/submersible/payment/contractor hallucinations; speaker_format: ae_to_clerk
3210,mixed,abe Delhigarh walo ko bol Papa line ka Ball khol de water proff room dry hai na,अबे जल निगम वालों को बोल पाइप लाइन का वाल्व खोल दे वाटरप्रूफ रूम ड्राई है ना।,Jal Nigam/pipeline/valve/waterproof hallucinations; speaker_format: site_engineer_to_labor
3211,mixed,haan Kong create test fail Why brater operator ko hajri mat dena aaj ka,हाँ कंक्रीट टेस्ट फेल वाइब्रेटर ऑपरेटर को हाज़िरी मत देना आज का।,concrete/vibrator hallucinations; speaker_format: je_to_supervisor
3212,mixed,ruk JSB ka diesel bill Take a dar ko bhej Pea mint adjust hoga aage,रुक जेसीबी का डीजल बिल ठेकेदार को भेज पेमेंट एडजस्ट होगा आगे।,JCB/contractor/payment hallucinations; speaker_format: clerk_to_je
3213,mixed,sun Jalnam HTTP pipe kam pad rhi Jalgam store se laao fatofat,सुन जल निगम एचडीपीई पाइप कम पड़ रही जल निगम स्टोर से लाओ फटाफट।,Jal Nigam/HDPE hallucinations; speaker_format: supervisor_to_contractor
3214,mixed,arey samarseb motor on kar PA ch walo ka Pine line hydrotest hai aaj,अरे सबमर्सिबल मोटर ऑन कर पीएचई वालों का पाइप लाइन हाइड्रोटेस्ट है आज।,submersible/PHE/pipeline hallucinations; speaker_format: je_to_operator
3215,mixed,sir Con create dal gya Stuttering mat kholna teacher aayega kal subah,सर कंक्रीट ढल गया शटरिंग मत खोलना ठेकेदार आएगा कल सुबह।,concrete/shuttering/contractor hallucinations; speaker_format: supervisor_to_ae
3216,mixed,abe Juicy aur Poke lane dono kharab extra vision koun karega bhai kal,अबे जेसीबी और पोकलेन दोनों खराब एक्सावेशन कौन करेगा भाई कल?,JCB/Poclain/excavation hallucinations; speaker_format: contractor_to_je
